event,game,delta_lead,delta_second,delta_third,delta_fourth,delta_backend_zeroes,ends_remaining,team_a_hammer,LSFE_a,is_even_end,a_margin,a_win_game
2026 Scotties Tournament of Hearts,ae2af812,3,-2,-3,6,-1,6,0,0,1,1,1
2026 Scotties Tournament of Hearts,ae2af812,1,3,1,5,0,5,0,0,0,2,1
2026 Scotties Tournament of Hearts,ae2af812,1,0,5,0,0,4,0,0,1,-1,1
2026 Scotties Tournament of Hearts,ae2af812,-2,3,0,0,0,3,1,0,0,1,1
2026 Scotties Tournament of Hearts,ae2af812,0,-1,6,6,-2,2,0,0,1,3,1
2026 Scotties Tournament of Hearts,2de1a6fd,2,-1,0,0,0,9,0,0,0,-1,1
2026 Scotties Tournament of Hearts,2de1a6fd,0,0,2,3,0,8,1,0,1,3,1
2026 Scotties Tournament of Hearts,2de1a6fd,1,4,4,2,-2,7,0,0,0,1,1
2026 Scotties Tournament of Hearts,2de1a6fd,0,-1,-1,6,-1,6,0,0,1,2,1
2026 Scotties Tournament of Hearts,2de1a6fd,-1,0,1,1,0,5,0,0,0,-1,1
2026 Scotties Tournament of Hearts,2de1a6fd,2,-1,0,-2,0,4,1,0,1,1,1
2026 Scotties Tournament of Hearts,2de1a6fd,-1,2,-1,-4,0,3,0,0,0,-2,1
2026 Scotties Tournament of Hearts,2de1a6fd,-1,3,4,-4,0,2,1,0,1,0,1
2026 Scotties Tournament of Hearts,2de1a6fd,0,3,1,-4,1,1,1,0,0,-1,1
2026 Scotties Tournament of Hearts,64c7593f,2,2,0,0,0,9,1,1,0,0,1
2026 Scotties Tournament of Hearts,64c7593f,0,4,1,2,0,8,1,1,1,3,1
2026 Scotties Tournament of Hearts,64c7593f,5,5,2,-1,0,7,0,1,0,-1,1
2026 Scotties Tournament of Hearts,64c7593f,2,-1,0,0,0,6,1,1,1,0,1
2026 Scotties Tournament of Hearts,64c7593f,3,0,2,3,0,5,1,1,0,3,1
2026 Scotties Tournament of Hearts,64c7593f,2,2,0,-2,0,4,0,1,1,-2,1
2026 Scotties Tournament of Hearts,64c7593f,-1,0,2,0,0,3,1,1,0,0,1
2026 Scotties Tournament of Hearts,64c7593f,4,0,0,-2,0,2,1,1,1,1,1
2026 Scotties Tournament of Hearts,64c7593f,1,0,5,4,-1,1,0,1,0,-1,1
2026 Scotties Tournament of Hearts,4e6204c4,-1,-3,2,1,0,9,1,1,0,0,0
2026 Scotties Tournament of Hearts,4e6204c4,0,1,-2,-5,0,8,1,1,1,-1,0
2026 Scotties Tournament of Hearts,4e6204c4,-2,-1,2,1,0,7,1,1,0,2,0
2026 Scotties Tournament of Hearts,4e6204c4,2,0,-4,0,1,6,0,1,1,-1,0
2026 Scotties Tournament of Hearts,4e6204c4,-1,0,-3,2,0,5,1,1,0,1,0
2026 Scotties Tournament of Hearts,4e6204c4,2,1,2,-3,1,4,0,1,1,-2,0
2026 Scotties Tournament of Hearts,4e6204c4,-2,-4,-1,-2,0,3,1,1,0,-1,0
2026 Scotties Tournament of Hearts,4e6204c4,-2,-4,-4,0,1,2,1,1,1,1,0
2026 Scotties Tournament of Hearts,4e6204c4,4,3,-4,0,0,1,0,1,0,-1,0
2026 Scotties Tournament of Hearts,4e6204c4,-4,0,-2,-5,0,0,1,1,1,-2,0
2026 Scotties Tournament of Hearts,cf95ca5f,-1,3,0,5,-1,9,1,1,0,3,1
2026 Scotties Tournament of Hearts,cf95ca5f,0,-2,3,7,-1,8,0,1,1,3,1
2026 Scotties Tournament of Hearts,cf95ca5f,1,5,6,2,-1,7,0,1,0,-1,1
2026 Scotties Tournament of Hearts,cf95ca5f,2,6,3,-2,1,6,1,1,1,-1,1
2026 Scotties Tournament of Hearts,cf95ca5f,4,0,3,-2,1,5,1,1,0,1,1
2026 Scotties Tournament of Hearts,cf95ca5f,5,2,1,0,0,4,0,1,1,-1,1
2026 Scotties Tournament of Hearts,cf95ca5f,4,4,0,3,0,3,1,1,0,1,1
2026 Scotties Tournament of Hearts,cf95ca5f,0,-1,7,1,-1,2,0,1,1,-1,1
2026 Scotties Tournament of Hearts,cf95ca5f,0,3,6,1,0,1,1,1,0,2,1
2026 Scotties Tournament of Hearts,c1bf85cc,2,0,0,0,0,9,1,1,0,0,1
2026 Scotties Tournament of Hearts,c1bf85cc,4,0,0,0,0,8,1,1,1,2,1
2026 Scotties Tournament of Hearts,c1bf85cc,-1,4,0,2,0,7,0,1,0,-1,1
2026 Scotties Tournament of Hearts,c1bf85cc,-2,2,-2,0,0,6,1,1,1,0,1
2026 Scotties Tournament of Hearts,c1bf85cc,0,0,-3,-1,0,5,1,1,0,1,1
2026 Scotties Tournament of Hearts,c1bf85cc,-2,0,0,0,0,4,0,1,1,0,1
2026 Scotties Tournament of Hearts,c1bf85cc,-1,5,3,0,-1,3,0,1,0,-1,1
2026 Scotties Tournament of Hearts,c1bf85cc,1,1,1,6,-1,2,1,1,1,2,1
2026 Scotties Tournament of Hearts,c1bf85cc,-2,1,-2,1,0,1,0,1,0,-2,1
2026 Scotties Tournament of Hearts,7a0a37e8,0,2,0,3,0,9,1,1,0,2,1
2026 Scotties Tournament of Hearts,7a0a37e8,0,0,2,-2,0,8,0,1,1,-1,1
2026 Scotties Tournament of Hearts,7a0a37e8,-1,4,1,2,0,7,1,1,0,2,1
2026 Scotties Tournament of Hearts,7a0a37e8,1,0,2,0,0,6,0,1,1,2,1
2026 Scotties Tournament of Hearts,7a0a37e8,4,-2,4,5,-2,5,0,1,0,1,1
2026 Scotties Tournament of Hearts,7a0a37e8,0,3,5,4,-2,4,0,1,1,-1,1
2026 Scotties Tournament of Hearts,7a0a37e8,0,0,0,1,0,3,1,1,0,3,1
2026 Scotties Tournament of Hearts,7a0a37e8,0,-2,-1,-1,0,2,0,1,1,-2,1
2026 Scotties Tournament of Hearts,345d1502,-4,2,-1,-4,1,9,1,1,0,-1,0
2026 Scotties Tournament of Hearts,345d1502,3,-4,-2,-2,1,8,1,1,1,1,0
2026 Scotties Tournament of Hearts,345d1502,-1,-4,-3,4,-1,7,0,1,0,-2,0
2026 Scotties Tournament of Hearts,345d1502,1,-1,0,1,0,6,1,1,1,0,0
2026 Scotties Tournament of Hearts,345d1502,0,-2,2,5,-1,5,1,1,0,-1,0
2026 Scotties Tournament of Hearts,345d1502,-1,-5,0,2,0,4,1,1,1,2,0
2026 Scotties Tournament of Hearts,345d1502,2,-1,0,5,0,3,0,1,0,1,0
2026 Scotties Tournament of Hearts,345d1502,-2,0,2,4,-1,2,0,1,1,-1,0
2026 Scotties Tournament of Hearts,345d1502,4,-2,-3,0,0,1,1,1,0,2,0
2026 Scotties Tournament of Hearts,345d1502,1,-1,-3,1,0,0,0,1,1,-7,0
2026 Scotties Tournament of Hearts,58f03392,-3,-2,-2,-2,0,9,1,1,0,0,0
2026 Scotties Tournament of Hearts,58f03392,2,-3,-1,0,1,8,1,1,1,1,0
2026 Scotties Tournament of Hearts,58f03392,-1,0,-3,3,-1,7,0,1,0,-1,0
2026 Scotties Tournament of Hearts,58f03392,-3,0,-5,-6,2,6,1,1,1,-4,0
2026 Scotties Tournament of Hearts,58f03392,1,-2,1,-2,0,5,1,1,0,1,0
2026 Scotties Tournament of Hearts,58f03392,-2,0,-4,5,1,4,0,1,1,1,0
2026 Scotties Tournament of Hearts,58f03392,4,2,-1,2,0,3,0,1,0,1,0
2026 Scotties Tournament of Hearts,58f03392,1,-3,-1,-1,0,2,0,1,1,-3,0
2026 Scotties Tournament of Hearts,58f03392,2,0,0,2,0,1,1,1,0,1,0
2026 Scotties Tournament of Hearts,f4867577,-2,3,1,0,0,9,0,0,0,-1,0
2026 Scotties Tournament of Hearts,f4867577,1,-2,-1,-3,1,8,1,0,1,-2,0
2026 Scotties Tournament of Hearts,f4867577,0,-5,-3,1,0,7,1,0,0,2,0
2026 Scotties Tournament of Hearts,f4867577,-1,0,-2,1,0,6,0,0,1,-2,0
2026 Scotties Tournament of Hearts,f4867577,-3,-3,4,-5,0,5,1,0,0,-1,0
2026 Scotties Tournament of Hearts,f4867577,1,0,-1,0,0,4,1,0,1,1,0
2026 Scotties Tournament of Hearts,f4867577,4,-1,0,6,-1,3,0,0,0,1,0
2026 Scotties Tournament of Hearts,f4867577,-3,2,-1,-2,0,2,0,0,1,-2,0
2026 Scotties Tournament of Hearts,f4867577,2,-2,0,-4,0,1,1,0,0,-1,0
2026 Scotties Tournament of Hearts,a11584ca,0,-1,2,2,0,9,1,1,0,0,0
2026 Scotties Tournament of Hearts,a11584ca,1,-1,0,4,0,8,1,1,1,2,0
2026 Scotties Tournament of Hearts,a11584ca,1,-2,0,-5,1,7,0,1,0,-2,0
2026 Scotties Tournament of Hearts,a11584ca,-1,3,-2,0,0,6,1,1,1,1,0
2026 Scotties Tournament of Hearts,a11584ca,-1,-3,-1,-2,0,5,0,1,0,-2,0
2026 Scotties Tournament of Hearts,a11584ca,1,-2,0,-3,1,4,1,1,1,-1,0
2026 Scotties Tournament of Hearts,a11584ca,0,-4,-3,-2,1,3,1,1,0,-1,0
2026 Scotties Tournament of Hearts,a11584ca,0,-2,-1,4,-1,2,1,1,1,2,0
2026 Scotties Tournament of Hearts,a11584ca,1,0,1,-4,1,1,0,1,0,0,0
2026 Scotties Tournament of Hearts,a11584ca,0,-1,-1,0,0,0,0,1,1,-1,0
2026 Scotties Tournament of Hearts,0b5a2985,3,1,-1,1,0,9,1,1,0,2,1
2026 Scotties Tournament of Hearts,0b5a2985,0,3,2,4,-1,8,0,1,1,1,1
2026 Scotties Tournament of Hearts,0b5a2985,3,1,1,3,-1,7,0,1,0,-1,1
2026 Scotties Tournament of Hearts,0b5a2985,0,-1,-2,2,0,6,1,1,1,1,1
2026 Scotties Tournament of Hearts,0b5a2985,0,-1,1,0,0,5,0,1,0,-1,1
2026 Scotties Tournament of Hearts,0b5a2985,1,-1,4,-1,1,4,1,1,1,2,1
2026 Scotties Tournament of Hearts,0b5a2985,-1,2,2,0,0,3,0,1,0,-1,1
2026 Scotties Tournament of Hearts,0b5a2985,0,-2,-2,-2,0,2,1,1,1,-1,1
2026 Scotties Tournament of Hearts,0b5a2985,1,3,0,-4,1,1,1,1,0,-1,1
2026 Scotties Tournament of Hearts,0b5a2985,0,3,0,-2,0,0,1,1,1,1,1
2026 Scotties Tournament of Hearts,8f56a10b,0,3,3,2,0,9,1,1,0,2,1
2026 Scotties Tournament of Hearts,8f56a10b,2,0,2,-1,0,8,0,1,1,-1,1
2026 Scotties Tournament of Hearts,8f56a10b,1,-1,-4,4,0,7,1,1,0,3,1
2026 Scotties Tournament of Hearts,8f56a10b,1,1,2,5,-1,6,0,1,1,2,1
2026 Scotties Tournament of Hearts,8f56a10b,1,2,4,2,0,5,0,1,0,1,1
2026 Scotties Tournament of Hearts,8f56a10b,-4,-2,0,1,0,4,0,1,1,-1,1
2026 Scotties Tournament of Hearts,8f56a10b,0,4,5,7,-1,3,1,1,0,4,1
2026 Scotties Tournament of Hearts,8f56a10b,0,4,-1,0,1,2,0,1,1,-1,1
2026 Scotties Tournament of Hearts,a20f2f8a,1,0,1,1,-1,9,0,0,0,0,0
2026 Scotties Tournament of Hearts,a20f2f8a,-4,0,-4,-1,2,8,0,0,1,-3,0
2026 Scotties Tournament of Hearts,a20f2f8a,-1,4,0,1,-1,7,1,0,0,2,0
2026 Scotties Tournament of Hearts,a20f2f8a,3,2,4,0,0,6,0,0,1,-1,0
2026 Scotties Tournament of Hearts,a20f2f8a,-2,3,1,-5,2,5,1,0,0,-1,0
2026 Scotties Tournament of Hearts,a20f2f8a,4,3,-3,0,0,4,1,0,1,0,0
2026 Scotties Tournament of Hearts,a20f2f8a,-1,-1,-3,-3,0,3,1,0,0,-1,0
2026 Scotties Tournament of Hearts,a20f2f8a,0,0,1,-2,0,2,1,0,1,1,0
2026 Scotties Tournament of Hearts,a20f2f8a,1,-4,7,5,-3,1,0,0,0,2,0
2026 Scotties Tournament of Hearts,a20f2f8a,-2,0,-2,0,0,0,0,0,1,-1,0
2026 Scotties Tournament of Hearts,71f616cb,-1,1,-2,-1,1,9,1,1,0,1,1
2026 Scotties Tournament of Hearts,71f616cb,0,-2,1,-2,0,8,0,1,1,0,1
2026 Scotties Tournament of Hearts,71f616cb,0,0,-3,1,-1,7,0,1,0,-1,1
2026 Scotties Tournament of Hearts,71f616cb,-2,1,0,0,0,6,1,1,1,1,1
2026 Scotties Tournament of Hearts,71f616cb,3,1,1,-1,0,5,0,1,0,0,1
2026 Scotties Tournament of Hearts,71f616cb,0,1,3,5,-1,4,0,1,1,1,1
2026 Scotties Tournament of Hearts,71f616cb,0,0,0,0,0,3,0,1,0,-1,1
2026 Scotties Tournament of Hearts,71f616cb,2,3,0,-8,2,2,1,1,1,-2,1
2026 Scotties Tournament of Hearts,71f616cb,-3,2,0,4,-1,1,1,1,0,2,1
2026 Scotties Tournament of Hearts,71f616cb,2,4,5,5,-1,0,0,1,1,2,1
2026 Scotties Tournament of Hearts,4870fb55,0,1,-1,-1,0,9,0,0,0,-1,0
2026 Scotties Tournament of Hearts,4870fb55,1,-3,1,1,0,8,1,0,1,0,0
2026 Scotties Tournament of Hearts,4870fb55,-2,-3,-1,-4,1,7,1,0,0,-2,0
2026 Scotties Tournament of Hearts,4870fb55,0,0,0,-4,1,6,1,0,1,-1,0
2026 Scotties Tournament of Hearts,4870fb55,1,-4,-4,-2,1,5,1,0,0,-1,0
2026 Scotties Tournament of Hearts,4870fb55,0,0,-3,-5,1,4,1,0,1,-1,0
2026 Scotties Tournament of Hearts,4870fb55,0,2,-1,-1,0,3,1,0,0,1,0
2026 Scotties Tournament of Hearts,4870fb55,0,0,-1,-1,0,2,0,0,1,-3,0
2026 Scotties Tournament of Hearts,f6d21bcd,-6,-1,1,2,-2,9,1,1,0,2,0
2026 Scotties Tournament of Hearts,f6d21bcd,0,1,5,-1,-1,8,0,1,1,-2,0
2026 Scotties Tournament of Hearts,f6d21bcd,-2,2,0,3,0,7,1,1,0,2,0
2026 Scotties Tournament of Hearts,f6d21bcd,-2,1,-1,3,0,6,0,1,1,-2,0
2026 Scotties Tournament of Hearts,f6d21bcd,3,2,2,-6,0,5,1,1,0,-2,0
2026 Scotties Tournament of Hearts,f6d21bcd,1,-1,-4,1,0,4,1,1,1,1,0
2026 Scotties Tournament of Hearts,f6d21bcd,2,-1,-2,1,0,3,0,1,0,-1,0
2026 Scotties Tournament of Hearts,f6d21bcd,-2,1,-1,-3,0,2,1,1,1,0,0
2026 Scotties Tournament of Hearts,f6d21bcd,0,3,0,-6,1,1,1,1,0,-1,0
2026 Scotties Tournament of Hearts,21c84e7b,2,4,-2,5,0,9,1,1,0,2,1
2026 Scotties Tournament of Hearts,21c84e7b,5,1,-4,-2,0,8,0,1,1,-2,1
2026 Scotties Tournament of Hearts,21c84e7b,0,1,3,3,0,7,1,1,0,3,1
2026 Scotties Tournament of Hearts,21c84e7b,0,-4,5,-1,0,6,0,1,1,-1,1
2026 Scotties Tournament of Hearts,21c84e7b,2,0,1,0,-1,5,1,1,0,2,1
2026 Scotties Tournament of Hearts,21c84e7b,-1,3,0,0,0,4,0,1,1,0,1
2026 Scotties Tournament of Hearts,21c84e7b,-2,7,6,3,-1,3,0,1,0,1,1
2026 Scotties Tournament of Hearts,21c84e7b,3,-3,6,5,0,2,0,1,1,5,1
2026 Scotties Tournament of Hearts,51408d13,-1,0,4,2,-1,9,0,0,0,-1,1
2026 Scotties Tournament of Hearts,51408d13,4,4,1,6,0,8,1,0,1,3,1
2026 Scotties Tournament of Hearts,51408d13,0,1,3,5,-1,7,0,0,0,2,1
2026 Scotties Tournament of Hearts,51408d13,2,1,1,6,-1,6,0,0,1,-1,1
2026 Scotties Tournament of Hearts,51408d13,0,0,0,-5,1,5,1,0,0,-1,1
2026 Scotties Tournament of Hearts,51408d13,-2,2,-3,-2,1,4,1,0,1,-1,1
2026 Scotties Tournament of Hearts,51408d13,0,3,0,1,0,3,1,0,0,4,1
2026 Scotties Tournament of Hearts,51408d13,0,2,-4,4,-1,2,0,0,1,-1,1
2026 Scotties Tournament of Hearts,51408d13,1,2,3,1,0,1,1,0,0,3,1
2026 Scotties Tournament of Hearts,b6fe9b78,2,3,0,3,-1,9,0,0,0,-1,0
2026 Scotties Tournament of Hearts,b6fe9b78,0,0,-2,-3,0,8,1,0,1,1,0
2026 Scotties Tournament of Hearts,b6fe9b78,2,0,1,3,-1,7,0,0,0,-1,0
2026 Scotties Tournament of Hearts,b6fe9b78,-3,-1,-2,-3,0,6,1,0,1,-1,0
2026 Scotties Tournament of Hearts,b6fe9b78,-3,-1,-1,-6,1,5,1,0,0,-3,0
2026 Scotties Tournament of Hearts,b6fe9b78,1,1,0,3,0,4,1,0,1,3,0
2026 Scotties Tournament of Hearts,b6fe9b78,4,-1,-3,-4,1,3,0,0,0,-3,0
2026 Scotties Tournament of Hearts,b6fe9b78,4,0,-2,0,0,2,1,0,1,1,0
2026 Scotties Tournament of Hearts,b6fe9b78,0,-1,1,3,0,1,0,0,0,1,0
2026 Scotties Tournament of Hearts,f1992ce0,2,2,3,3,0,9,0,0,0,-1,1
2026 Scotties Tournament of Hearts,f1992ce0,-4,-1,3,6,0,8,1,0,1,4,1
2026 Scotties Tournament of Hearts,f1992ce0,0,-3,-1,3,-1,7,0,0,0,1,1
2026 Scotties Tournament of Hearts,f1992ce0,0,0,2,-3,0,6,0,0,1,-2,1
2026 Scotties Tournament of Hearts,f1992ce0,0,4,0,6,-1,5,1,0,0,4,1
2026 Scotties Tournament of Hearts,f1992ce0,1,0,3,-2,0,4,0,0,1,-2,1
2026 Scotties Tournament of Hearts,f1992ce0,-1,1,0,-1,0,3,1,0,0,1,1
2026 Scotties Tournament of Hearts,f1992ce0,3,1,4,2,-1,2,0,0,1,5,1
2026 Scotties Tournament of Hearts,a913bf18,0,3,3,1,-1,9,0,0,0,-1,0
2026 Scotties Tournament of Hearts,a913bf18,2,1,-2,-1,0,8,1,0,1,1,0
2026 Scotties Tournament of Hearts,a913bf18,-4,0,-2,1,0,7,0,0,0,-1,0
2026 Scotties Tournament of Hearts,a913bf18,0,3,-1,1,0,6,1,0,1,2,0
2026 Scotties Tournament of Hearts,a913bf18,0,-1,2,0,0,5,0,0,0,-1,0
2026 Scotties Tournament of Hearts,a913bf18,1,2,-3,0,0,4,1,0,1,1,0
2026 Scotties Tournament of Hearts,a913bf18,2,0,0,0,0,3,0,0,0,-1,0
2026 Scotties Tournament of Hearts,a913bf18,-1,0,0,-1,0,2,1,0,1,1,0
2026 Scotties Tournament of Hearts,a913bf18,-2,-1,-1,0,0,1,0,0,0,-2,0
2026 Scotties Tournament of Hearts,a913bf18,2,5,0,1,0,0,1,0,1,1,0
2026 Scotties Tournament of Hearts,a913bf18,3,0,0,0,0,-1,0,0,0,-1,0
2026 Scotties Tournament of Hearts,dc47f186,3,-1,2,0,0,9,1,1,0,0,1
2026 Scotties Tournament of Hearts,dc47f186,-1,2,2,-3,0,8,1,1,1,1,1
2026 Scotties Tournament of Hearts,dc47f186,0,3,3,3,-1,7,0,1,0,1,1
2026 Scotties Tournament of Hearts,dc47f186,1,0,5,2,-1,6,0,1,1,1,1
2026 Scotties Tournament of Hearts,dc47f186,-1,-1,3,2,-1,5,0,1,0,-1,1
2026 Scotties Tournament of Hearts,dc47f186,-2,0,1,0,0,4,1,1,1,3,1
2026 Scotties Tournament of Hearts,dc47f186,-1,-3,-2,-1,0,3,0,1,0,-2,1
2026 Scotties Tournament of Hearts,dc47f186,2,1,0,1,0,2,1,1,1,3,1
2026 Scotties Tournament of Hearts,60bbae63,-2,-1,-1,-1,0,9,1,1,0,-1,1
2026 Scotties Tournament of Hearts,60bbae63,-1,-2,-1,-5,1,8,1,1,1,-1,1
2026 Scotties Tournament of Hearts,60bbae63,0,-1,0,-1,0,7,1,1,0,1,1
2026 Scotties Tournament of Hearts,60bbae63,5,-2,3,2,0,6,0,1,1,1,1
2026 Scotties Tournament of Hearts,60bbae63,5,3,-1,4,-1,5,0,1,0,3,1
2026 Scotties Tournament of Hearts,60bbae63,0,0,0,4,-2,4,0,1,1,1,1
2026 Scotties Tournament of Hearts,60bbae63,-3,-2,4,2,0,3,0,1,0,1,1
2026 Scotties Tournament of Hearts,60bbae63,0,2,3,3,0,2,0,1,1,1,1
2026 Scotties Tournament of Hearts,88b2dd64,0,3,2,6,-1,9,1,1,0,3,1
2026 Scotties Tournament of Hearts,88b2dd64,-3,1,0,-1,0,8,0,1,1,-1,1
2026 Scotties Tournament of Hearts,88b2dd64,-1,-2,3,-2,1,7,1,1,0,0,1
2026 Scotties Tournament of Hearts,88b2dd64,2,1,-1,1,0,6,1,1,1,1,1
2026 Scotties Tournament of Hearts,88b2dd64,-2,-6,-2,6,-1,5,0,1,0,1,1
2026 Scotties Tournament of Hearts,88b2dd64,1,3,6,4,-2,4,0,1,1,1,1
2026 Scotties Tournament of Hearts,88b2dd64,0,3,5,4,0,3,0,1,0,2,1
2026 Scotties Tournament of Hearts,88b2dd64,0,2,1,2,0,2,0,1,1,1,1
2026 Scotties Tournament of Hearts,5585e948,3,1,0,-1,0,9,1,1,0,1,0
2026 Scotties Tournament of Hearts,5585e948,3,0,1,2,-1,8,0,1,1,-1,0
2026 Scotties Tournament of Hearts,5585e948,-2,3,1,0,0,7,1,1,0,1,0
2026 Scotties Tournament of Hearts,5585e948,1,0,-3,3,-1,6,0,1,1,-2,0
2026 Scotties Tournament of Hearts,5585e948,2,-1,0,-4,1,5,1,1,0,-1,0
2026 Scotties Tournament of Hearts,5585e948,1,-2,3,1,-1,4,1,1,1,1,0
2026 Scotties Tournament of Hearts,5585e948,0,-1,2,5,-2,3,0,1,0,1,0
2026 Scotties Tournament of Hearts,5585e948,4,1,4,-4,1,2,0,1,1,-2,0
2026 Scotties Tournament of Hearts,5585e948,1,1,-3,4,0,1,1,1,0,2,0
2026 Scotties Tournament of Hearts,88a7c232,1,4,1,1,0,9,1,1,0,0,1
2026 Scotties Tournament of Hearts,88a7c232,2,0,-1,2,0,8,1,1,1,0,1
2026 Scotties Tournament of Hearts,88a7c232,0,0,-2,2,0,7,1,1,0,1,1
2026 Scotties Tournament of Hearts,88a7c232,4,3,1,4,-1,6,0,1,1,1,1
2026 Scotties Tournament of Hearts,88a7c232,0,-1,-1,2,0,5,0,1,0,-2,1
2026 Scotties Tournament of Hearts,88a7c232,0,8,3,2,0,4,1,1,1,3,1
2026 Scotties Tournament of Hearts,88a7c232,-1,-2,3,7,-2,3,0,1,0,1,1
2026 Scotties Tournament of Hearts,88a7c232,-1,-1,5,7,-1,2,0,1,1,3,1
2026 Scotties Tournament of Hearts,c8a48038,1,-4,-1,-4,1,9,1,1,0,-2,0
2026 Scotties Tournament of Hearts,c8a48038,-1,-2,0,2,0,8,1,1,1,1,0
2026 Scotties Tournament of Hearts,c8a48038,5,0,-1,4,-1,7,0,1,0,0,0
2026 Scotties Tournament of Hearts,c8a48038,0,3,0,-6,1,6,0,1,1,-2,0
2026 Scotties Tournament of Hearts,c8a48038,-4,-1,-3,-2,0,5,1,1,0,-1,0
2026 Scotties Tournament of Hearts,c8a48038,1,3,-2,0,0,4,1,1,1,1,0
2026 Scotties Tournament of Hearts,c8a48038,2,-1,-1,-2,0,3,0,1,0,-2,0
2026 Scotties Tournament of Hearts,c8a48038,0,4,0,-1,0,2,1,1,1,-1,0
2026 Scotties Tournament of Hearts,c8a48038,0,0,-4,-1,1,1,1,1,0,-1,0
2026 Scotties Tournament of Hearts,e5d911d8,2,2,-1,-4,1,9,1,1,0,-1,0
2026 Scotties Tournament of Hearts,e5d911d8,-3,-2,-2,-2,0,8,1,1,1,-2,0
2026 Scotties Tournament of Hearts,e5d911d8,-4,3,2,0,0,7,1,1,0,2,0
2026 Scotties Tournament of Hearts,e5d911d8,-1,-6,0,0,0,6,0,1,1,-2,0
2026 Scotties Tournament of Hearts,e5d911d8,0,3,-4,0,1,5,1,1,0,3,0
2026 Scotties Tournament of Hearts,e5d911d8,2,-1,-2,0,0,4,0,1,1,0,0
2026 Scotties Tournament of Hearts,e5d911d8,-3,6,0,-4,0,3,0,1,0,-3,0
2026 Scotties Tournament of Hearts,e5d911d8,0,-4,-2,0,0,2,1,1,1,-1,0
2026 Scotties Tournament of Hearts,e5d911d8,3,-1,-2,0,0,1,1,1,0,1,0
2026 Scotties Tournament of Hearts,a88c6735,-2,-4,5,0,0,9,0,0,0,0,0
2026 Scotties Tournament of Hearts,a88c6735,2,0,0,-3,0,8,0,0,1,-3,0
2026 Scotties Tournament of Hearts,a88c6735,1,-3,-3,-1,0,7,1,0,0,1,0
2026 Scotties Tournament of Hearts,a88c6735,-1,-1,0,-5,0,6,0,0,1,-2,0
2026 Scotties Tournament of Hearts,a88c6735,4,2,-4,-2,1,5,1,0,0,0,0
2026 Scotties Tournament of Hearts,a88c6735,0,-2,-4,2,1,4,1,0,1,1,0
2026 Scotties Tournament of Hearts,a88c6735,-3,-6,-2,-5,1,3,0,0,0,-4,0
2026 Scotties Tournament of Hearts,a88c6735,4,3,-4,-3,0,2,1,0,1,-1,0
2026 Scotties Tournament of Hearts,e617814e,0,-3,-2,0,0,9,1,1,0,0,1
2026 Scotties Tournament of Hearts,e617814e,0,1,-2,4,-1,8,1,1,1,2,1
2026 Scotties Tournament of Hearts,e617814e,-3,-2,-2,-2,1,7,0,1,0,-2,1
2026 Scotties Tournament of Hearts,e617814e,0,-1,-1,2,0,6,1,1,1,1,1
2026 Scotties Tournament of Hearts,e617814e,-1,8,2,5,-1,5,0,1,0,1,1
2026 Scotties Tournament of Hearts,e617814e,2,1,0,-1,0,4,0,1,1,-1,1
2026 Scotties Tournament of Hearts,e617814e,-3,4,-2,2,0,3,1,1,0,2,1
2026 Scotties Tournament of Hearts,e617814e,0,1,-1,4,-1,2,0,1,1,2,1
2026 Scotties Tournament of Hearts,e617814e,0,-4,-1,1,0,1,0,1,0,-1,1
2026 Scotties Tournament of Hearts,061296e0,-1,0,1,0,0,9,0,0,0,-1,0
2026 Scotties Tournament of Hearts,061296e0,-2,-3,-2,-8,2,8,1,0,1,-3,0
2026 Scotties Tournament of Hearts,061296e0,-1,-2,0,-4,1,7,1,0,0,-2,0
2026 Scotties Tournament of Hearts,061296e0,-3,-2,-1,-2,0,6,1,0,1,1,0
2026 Scotties Tournament of Hearts,061296e0,2,-3,-2,-4,1,5,0,0,0,-1,0
2026 Scotties Tournament of Hearts,061296e0,0,-1,-1,-4,0,4,1,0,1,1,0
2026 Scotties Tournament of Hearts,061296e0,-1,-5,0,3,0,3,0,0,0,-1,0
2026 Scotties Tournament of Hearts,061296e0,1,1,-3,3,0,2,1,0,1,2,0
2026 Scotties Tournament of Hearts,061296e0,3,2,-6,-3,1,1,0,0,0,-2,0
2026 Scotties Tournament of Hearts,725622fa,0,0,-2,2,-1,9,0,0,0,0,0
2026 Scotties Tournament of Hearts,725622fa,-2,2,-2,2,-1,8,0,0,1,0,0
2026 Scotties Tournament of Hearts,725622fa,-2,-1,-2,-1,0,7,0,0,0,-3,0
2026 Scotties Tournament of Hearts,725622fa,-2,-4,-1,0,0,6,1,0,1,1,0
2026 Scotties Tournament of Hearts,725622fa,0,0,-3,-5,0,5,0,0,0,-3,0
2026 Scotties Tournament of Hearts,725622fa,-1,0,-2,4,0,4,1,0,1,2,0
2026 Scotties Tournament of Hearts,725622fa,3,-2,-1,4,-1,3,0,0,0,2,0
2026 Scotties Tournament of Hearts,725622fa,2,2,2,-2,0,2,0,0,1,-1,0
2026 Scotties Tournament of Hearts,725622fa,-2,0,-1,0,0,1,1,0,0,1,0
2026 Scotties Tournament of Hearts,725622fa,-2,0,2,3,-1,0,0,0,1,1,0
2026 Scotties Tournament of Hearts,89e35300,0,-1,0,2,-1,9,0,0,0,0,0
