event,game,delta_lead,delta_second,delta_third,delta_fourth,delta_backend_zeroes,delta_zeroes_hammer,delta_zeroes_steal,delta_ends_hammer,ends_remaining,team_a_hammer,LSFE_a,is_even_end,a_margin,a_win_game
2026 Montana's Brier,41867b95,1,-8,1,-1,0,-1,3,-1,9,0,0,0,-2,0
2026 Montana's Brier,41867b95,0,2,-4,-4,1,1,0,0,8,1,0,1,-2,0
2026 Montana's Brier,41867b95,-1,-1,-3,0,0,0,0,1,7,1,0,0,1,0
2026 Montana's Brier,41867b95,-2,-1,0,-6,1,0,1,0,6,0,0,1,-3,0
2026 Montana's Brier,41867b95,-2,-3,-1,-8,2,2,0,1,5,1,0,0,-2,0
2026 Montana's Brier,41867b95,1,-1,0,0,0,0,0,2,4,1,0,1,0,0
2026 Montana's Brier,41867b95,-1,0,-2,-1,0,0,0,3,3,1,0,0,1,0
2026 Montana's Brier,41867b95,-4,0,-4,-1,1,0,2,2,2,0,0,1,-2,0
2026 Montana's Brier,31834c3b,-2,-4,5,0,-1,1,-1,1,9,1,1,0,1,0
2026 Montana's Brier,31834c3b,0,-1,4,-2,1,0,1,0,8,0,1,1,-3,0
2026 Montana's Brier,31834c3b,-1,-3,0,1,0,0,0,1,7,1,1,0,1,0
2026 Montana's Brier,31834c3b,-3,-6,3,-4,-1,-1,0,0,6,0,1,1,-2,0
2026 Montana's Brier,31834c3b,0,0,0,2,0,0,0,1,5,1,1,0,2,0
2026 Montana's Brier,31834c3b,0,-4,-3,2,0,0,1,0,4,0,1,1,0,0
2026 Montana's Brier,31834c3b,-1,-1,0,1,0,0,0,-1,3,0,1,0,-2,0
2026 Montana's Brier,31834c3b,0,1,1,-1,1,1,0,0,2,1,1,1,-1,0
2026 Montana's Brier,31834c3b,0,1,-2,-3,1,1,0,1,1,1,1,0,1,0
2026 Montana's Brier,719a3250,3,3,1,3,0,0,0,1,9,1,1,0,2,1
2026 Montana's Brier,719a3250,1,2,2,2,0,0,0,0,8,0,1,1,-1,1
2026 Montana's Brier,719a3250,-2,3,-4,-1,1,1,0,1,7,1,1,0,1,1
2026 Montana's Brier,719a3250,-1,1,7,0,-1,-1,0,0,6,0,1,1,-1,1
2026 Montana's Brier,719a3250,1,5,3,1,1,1,-2,1,5,1,1,0,2,1
2026 Montana's Brier,719a3250,0,1,3,0,0,0,0,0,4,0,1,1,-1,1
2026 Montana's Brier,719a3250,1,1,0,-4,1,1,0,1,3,1,1,0,1,1
2026 Montana's Brier,719a3250,1,2,0,3,0,0,0,0,2,0,1,1,-1,1
2026 Montana's Brier,719a3250,0,0,0,0,0,0,0,1,1,1,1,0,2,1
2026 Montana's Brier,fae39fd3,1,2,2,-1,1,0,1,-1,9,0,0,0,-1,0
2026 Montana's Brier,fae39fd3,0,3,4,-4,0,1,-1,0,8,1,0,1,2,0
2026 Montana's Brier,fae39fd3,-1,3,-5,3,1,-2,3,-1,7,0,0,0,-1,0
2026 Montana's Brier,fae39fd3,2,-4,-5,-6,2,3,0,0,6,1,0,1,-1,0
2026 Montana's Brier,fae39fd3,1,-3,-1,2,0,1,0,1,5,1,0,0,2,0
2026 Montana's Brier,fae39fd3,0,-7,-2,-2,0,0,2,0,4,0,0,1,-2,0
2026 Montana's Brier,fae39fd3,2,3,-1,0,0,0,0,1,3,1,0,0,2,0
2026 Montana's Brier,fae39fd3,0,1,5,0,-1,-1,0,0,2,0,0,1,-1,0
2026 Montana's Brier,fae39fd3,0,6,-1,3,0,0,0,1,1,1,0,0,2,0
2026 Montana's Brier,fae39fd3,-1,0,-3,-3,1,0,1,0,0,0,0,1,-3,0
2026 Montana's Brier,ad851ec2,3,1,-2,5,-1,0,-1,1,9,1,1,0,2,1
2026 Montana's Brier,ad851ec2,-1,-6,1,-1,-1,-1,1,0,8,0,1,1,0,1
2026 Montana's Brier,ad851ec2,-1,-2,0,4,0,0,0,-1,7,0,1,0,1,1
2026 Montana's Brier,ad851ec2,0,2,0,-1,0,0,0,-2,6,0,1,1,0,1
2026 Montana's Brier,ad851ec2,0,6,3,5,-1,-2,0,-3,5,0,1,0,3,1
2026 Montana's Brier,ad851ec2,-1,0,1,0,0,0,0,-4,4,0,1,1,-1,1
2026 Montana's Brier,ad851ec2,-1,1,3,4,0,0,0,-3,3,1,1,0,2,1
2026 Montana's Brier,ad851ec2,0,-2,0,0,1,0,1,-4,2,0,1,1,-1,1
2026 Montana's Brier,eb19c6b1,2,-2,-2,1,-1,-1,0,-1,9,0,0,0,-1,0
2026 Montana's Brier,eb19c6b1,1,0,1,-2,0,0,0,0,8,1,0,1,1,0
2026 Montana's Brier,eb19c6b1,-2,-1,1,-4,0,0,0,-1,7,0,0,0,-3,0
2026 Montana's Brier,eb19c6b1,1,1,0,-4,0,0,0,0,6,1,0,1,-2,0
2026 Montana's Brier,eb19c6b1,2,-2,3,-2,-1,0,-1,1,5,1,0,0,1,0
2026 Montana's Brier,eb19c6b1,-1,-2,0,1,0,0,0,0,4,0,0,1,-1,0
2026 Montana's Brier,eb19c6b1,1,-2,-3,-5,0,0,0,1,3,1,0,0,-2,0
2026 Montana's Brier,eb19c6b1,3,2,-2,-5,1,1,-1,2,2,1,0,1,-2,0
2026 Montana's Brier,e07dee8f,0,4,-2,0,0,0,-1,1,9,1,1,0,0,0
2026 Montana's Brier,e07dee8f,-2,3,0,4,0,0,0,2,8,1,1,1,2,0
2026 Montana's Brier,e07dee8f,2,2,-2,-4,0,0,0,1,7,0,1,0,-3,0
2026 Montana's Brier,e07dee8f,0,2,-2,-1,0,0,0,2,6,1,1,1,1,0
2026 Montana's Brier,e07dee8f,-1,4,0,0,0,-1,0,1,5,0,1,0,-1,0
2026 Montana's Brier,e07dee8f,0,1,-1,-2,0,1,-2,2,4,1,1,1,-1,0
2026 Montana's Brier,e07dee8f,1,1,-1,2,0,0,0,3,3,1,1,0,2,0
2026 Montana's Brier,e07dee8f,4,-1,-3,3,-1,-2,0,2,2,0,1,1,-1,0
2026 Montana's Brier,e07dee8f,2,0,-3,3,0,0,0,3,1,1,1,0,2,0
2026 Montana's Brier,e07dee8f,1,-1,2,-2,0,0,0,2,0,0,1,1,-2,0
2026 Montana's Brier,8e254724,1,-3,3,-1,-1,-1,0,-1,9,0,0,0,-1,0
2026 Montana's Brier,8e254724,2,1,2,4,0,0,0,0,8,1,0,1,2,0
2026 Montana's Brier,8e254724,-2,-1,-3,-2,0,0,0,-1,7,0,0,0,-3,0
2026 Montana's Brier,8e254724,-3,-2,3,-3,0,1,-1,0,6,1,0,1,1,0
2026 Montana's Brier,8e254724,2,2,2,-4,0,-1,0,-1,5,0,0,0,-2,0
2026 Montana's Brier,8e254724,1,-1,-2,1,0,0,0,0,4,1,0,1,1,0
2026 Montana's Brier,8e254724,0,0,-4,3,0,-1,0,-1,3,0,0,0,1,0
2026 Montana's Brier,8e254724,1,-7,4,1,-1,-1,1,-2,2,0,0,1,-1,0
2026 Montana's Brier,8e254724,-3,-2,-3,-4,2,2,0,-1,1,1,0,0,-3,0
2026 Montana's Brier,b26e7b7b,-3,-1,-4,-6,1,0,1,-1,9,0,0,0,-6,0
2026 Montana's Brier,b26e7b7b,3,-5,-1,-1,0,0,0,0,8,1,0,1,-1,0
2026 Montana's Brier,b26e7b7b,-6,-4,1,-2,0,1,0,1,7,1,0,0,1,0
2026 Montana's Brier,b26e7b7b,0,-2,-1,0,0,0,0,0,6,0,0,1,-1,0
2026 Montana's Brier,b26e7b7b,-2,0,-3,-1,0,0,-1,1,5,1,0,0,-1,0
2026 Montana's Brier,b26e7b7b,-1,3,-1,-2,1,1,-1,2,4,1,0,1,-1,0
2026 Montana's Brier,b26e7b7b,0,2,-2,-6,1,1,0,3,3,1,0,0,-2,0
2026 Montana's Brier,b26e7b7b,0,-3,-2,-2,1,1,0,4,2,1,0,1,1,0
2026 Montana's Brier,1a71070d,-2,0,0,0,0,0,0,1,9,1,1,0,0,0
2026 Montana's Brier,1a71070d,-2,1,0,-4,1,1,0,2,8,1,1,1,1,0
2026 Montana's Brier,1a71070d,0,-5,0,5,-1,-1,0,1,7,0,1,0,1,0
2026 Montana's Brier,1a71070d,0,3,-1,-2,0,-1,0,0,6,0,1,1,-2,0
2026 Montana's Brier,1a71070d,-1,4,1,-4,1,1,-1,1,5,1,1,0,-1,0
2026 Montana's Brier,1a71070d,1,-3,-1,0,0,1,0,2,4,1,1,1,1,0
2026 Montana's Brier,1a71070d,-2,-2,0,0,0,0,0,1,3,0,1,0,0,0
2026 Montana's Brier,1a71070d,-1,0,0,0,0,0,0,0,2,0,1,1,-1,0
2026 Montana's Brier,1a71070d,0,-3,-2,-7,1,1,0,1,1,1,1,0,-4,0
2026 Montana's Brier,0e39185f,1,-4,-2,8,-2,0,-2,1,9,1,1,0,2,0
2026 Montana's Brier,0e39185f,0,-2,0,-6,2,0,2,0,8,0,1,1,-4,0
2026 Montana's Brier,0e39185f,1,4,-1,-1,0,0,-1,1,7,1,1,0,1,0
2026 Montana's Brier,0e39185f,0,-1,-3,3,0,0,0,0,6,0,1,1,1,0
2026 Montana's Brier,0e39185f,-4,-2,0,-1,0,0,1,-1,5,0,1,0,0,0
2026 Montana's Brier,0e39185f,-1,0,-1,-2,0,0,1,-2,4,0,1,1,-2,0
2026 Montana's Brier,0e39185f,0,-1,-1,-6,2,2,0,-1,3,1,1,0,-2,0
2026 Montana's Brier,0e39185f,0,-1,0,-3,1,1,0,0,2,1,1,1,-1,0
2026 Montana's Brier,df334da6,0,-1,0,-2,0,0,0,-1,9,0,0,0,0,0
2026 Montana's Brier,df334da6,0,-1,3,0,0,0,0,-2,8,0,0,1,-1,0
2026 Montana's Brier,df334da6,-1,1,0,0,0,0,0,-1,7,1,0,0,0,0
2026 Montana's Brier,df334da6,1,-2,0,-2,0,0,0,0,6,1,0,1,1,0
2026 Montana's Brier,df334da6,0,3,4,1,0,-1,0,-1,5,0,0,0,-1,0
2026 Montana's Brier,df334da6,0,0,0,-1,0,1,-1,0,4,1,0,1,1,0
2026 Montana's Brier,df334da6,-2,0,-2,-2,0,0,0,-1,3,0,0,0,0,0
2026 Montana's Brier,df334da6,1,2,1,2,0,0,0,-2,2,0,0,1,0,0
2026 Montana's Brier,df334da6,-2,0,0,0,0,0,0,-3,1,0,0,0,-2,0
2026 Montana's Brier,e86d350b,-2,1,1,-2,1,1,0,1,9,1,1,0,1,1
2026 Montana's Brier,e86d350b,5,0,-1,8,-2,-3,0,0,8,0,1,1,1,1
2026 Montana's Brier,e86d350b,0,-3,-2,-1,1,0,1,-1,7,0,1,0,-3,1
2026 Montana's Brier,e86d350b,2,1,0,-1,1,1,0,0,6,1,1,1,1,1
2026 Montana's Brier,e86d350b,-1,5,2,1,0,0,0,-1,5,0,1,0,-1,1
2026 Montana's Brier,e86d350b,1,3,-3,0,1,1,0,0,4,1,1,1,1,1
2026 Montana's Brier,e86d350b,1,4,-2,3,-1,-3,1,-1,3,0,1,0,-1,1
2026 Montana's Brier,e86d350b,-3,-1,-3,3,1,2,-1,0,2,1,1,1,2,1
2026 Montana's Brier,e86d350b,2,-3,-2,-3,0,-1,1,-1,1,0,1,0,-1,1
2026 Montana's Brier,a3a6cc7d,-1,-1,-2,-4,0,1,-1,1,9,1,1,0,-2,0
2026 Montana's Brier,a3a6cc7d,-1,3,-1,-5,1,1,0,2,8,1,1,1,-1,0
2026 Montana's Brier,a3a6cc7d,-4,-1,-4,1,0,1,0,3,7,1,1,0,-1,0
2026 Montana's Brier,a3a6cc7d,0,-1,0,-2,0,0,0,4,6,1,1,1,-1,0
2026 Montana's Brier,a3a6cc7d,3,-7,-1,-1,1,2,-1,5,5,1,1,0,1,0
2026 Montana's Brier,a3a6cc7d,0,1,0,0,0,0,0,4,4,0,1,1,1,0
2026 Montana's Brier,a3a6cc7d,-1,-2,0,-1,0,0,0,3,3,0,1,0,-2,0
2026 Montana's Brier,a3a6cc7d,-2,-4,2,-2,0,0,0,4,2,1,1,1,1,0
2026 Montana's Brier,a3a6cc7d,2,4,-2,-6,0,-1,0,3,1,0,1,0,-1,0
2026 Montana's Brier,8fc81b68,-5,-2,-2,-2,0,0,0,1,9,1,1,0,1,0
2026 Montana's Brier,8fc81b68,0,-2,-4,-4,1,0,1,0,8,0,1,1,-2,0
2026 Montana's Brier,8fc81b68,-2,0,1,1,0,0,0,1,7,1,1,0,2,0
2026 Montana's Brier,8fc81b68,0,1,-1,1,0,0,0,0,6,0,1,1,-1,0
2026 Montana's Brier,8fc81b68,-2,-1,0,-7,1,2,0,1,5,1,1,0,-2,0
2026 Montana's Brier,8fc81b68,-2,-1,-3,-4,1,2,0,2,4,1,1,1,-1,0
2026 Montana's Brier,8fc81b68,-2,-2,-3,-1,0,0,0,3,3,1,1,0,1,0
2026 Montana's Brier,8fc81b68,4,1,2,-3,0,0,0,2,2,0,1,1,-2,0
2026 Montana's Brier,8fc81b68,2,-5,-6,-4,2,2,0,3,1,1,1,0,1,0
2026 Montana's Brier,58ea56b0,1,4,1,0,0,0,0,-1,9,0,0,0,0,1
2026 Montana's Brier,58ea56b0,-1,-4,0,-2,0,0,0,-2,8,0,0,1,-2,1
2026 Montana's Brier,58ea56b0,-1,-6,1,4,-1,1,-1,-1,7,1,0,0,2,1
2026 Montana's Brier,58ea56b0,0,0,-1,4,-1,-1,0,-2,6,0,0,1,1,1
2026 Montana's Brier,58ea56b0,3,2,0,6,-1,-1,0,-3,5,0,0,0,1,1
2026 Montana's Brier,58ea56b0,1,3,0,2,-1,-1,0,-4,4,0,0,1,-1,1
2026 Montana's Brier,58ea56b0,-2,-2,-2,-1,1,1,0,-3,3,1,0,0,1,1
2026 Montana's Brier,58ea56b0,2,0,-2,-2,0,0,0,-4,2,0,0,1,-2,1
2026 Montana's Brier,58ea56b0,0,-2,-2,0,1,1,0,-3,1,1,0,0,1,1
2026 Montana's Brier,58ea56b0,0,-4,-1,6,-1,-1,0,-4,0,0,0,1,2,1
2026 Montana's Brier,96552f11,4,7,-2,6,0,-3,1,-1,9,0,0,0,3,1
2026 Montana's Brier,96552f11,4,6,2,5,0,0,0,-2,8,0,0,1,2,1
2026 Montana's Brier,96552f11,2,-2,2,1,0,-2,1,-3,7,0,0,0,-1,1
2026 Montana's Brier,96552f11,0,4,-2,-2,1,1,0,-2,6,1,0,1,0,1
2026 Montana's Brier,96552f11,2,1,-2,0,0,0,0,-1,5,1,0,0,0,1
2026 Montana's Brier,96552f11,-3,-3,-4,-1,1,1,0,0,4,1,0,1,-1,1
2026 Montana's Brier,96552f11,2,5,1,2,0,0,-2,1,3,1,0,0,2,1
2026 Montana's Brier,96552f11,3,4,2,5,0,0,0,0,2,0,0,1,1,1
2026 Montana's Brier,9a18fa01,-1,-2,-1,-2,0,0,0,-1,9,0,0,0,-2,0
2026 Montana's Brier,9a18fa01,-2,-2,3,1,0,0,0,0,8,1,0,1,2,0
2026 Montana's Brier,9a18fa01,-2,2,2,2,0,0,0,-1,7,0,0,0,-1,0
2026 Montana's Brier,9a18fa01,-1,0,2,3,0,0,0,0,6,1,0,1,3,0
2026 Montana's Brier,9a18fa01,2,-3,-3,-2,1,0,1,-1,5,0,0,0,-2,0
2026 Montana's Brier,9a18fa01,-1,-2,-2,2,0,1,-1,0,4,1,0,1,1,0
2026 Montana's Brier,9a18fa01,1,0,1,4,-1,-1,0,-1,3,0,0,0,0,0
2026 Montana's Brier,9a18fa01,0,0,2,0,0,0,0,-2,2,0,0,1,-1,0
2026 Montana's Brier,9a18fa01,0,1,0,-5,1,1,0,-1,1,1,0,0,-2,0
2026 Montana's Brier,9a18fa01,0,2,-1,4,-1,0,-1,0,0,1,0,1,2,0
2026 Montana's Brier,a78ea8ad,0,0,0,-2,0,0,0,1,9,1,1,0,1,0
2026 Montana's Brier,a78ea8ad,0,2,-1,0,0,0,0,0,8,0,1,1,-2,0
2026 Montana's Brier,a78ea8ad,1,-2,0,1,0,1,-1,1,7,1,1,0,2,0
2026 Montana's Brier,a78ea8ad,0,0,0,0,0,0,0,0,6,0,1,1,0,0
2026 Montana's Brier,a78ea8ad,-1,-4,1,2,0,0,0,-1,5,0,1,0,-2,0
2026 Montana's Brier,a78ea8ad,0,1,-1,-5,1,1,0,0,4,1,1,1,-1,0
2026 Montana's Brier,a78ea8ad,0,0,0,0,0,0,0,1,3,1,1,0,1,0
2026 Montana's Brier,a78ea8ad,0,0,-2,-2,0,0,0,0,2,0,1,1,-2,0
2026 Montana's Brier,a78ea8ad,1,0,0,-5,0,0,0,1,1,1,1,0,-1,0
2026 Montana's Brier,d4cca6ec,-3,6,-5,-3,1,3,-3,1,9,1,1,0,-2,0
2026 Montana's Brier,d4cca6ec,5,-3,-1,1,0,0,0,2,8,1,1,1,2,0
2026 Montana's Brier,d4cca6ec,4,-1,-1,-6,1,0,1,1,7,0,1,0,-4,0
2026 Montana's Brier,d4cca6ec,-1,3,0,-2,1,1,0,2,6,1,1,1,1,0
2026 Montana's Brier,d4cca6ec,3,1,-2,1,0,0,0,1,5,0,1,0,-1,0
2026 Montana's Brier,d4cca6ec,1,5,5,2,-2,0,-3,2,4,1,1,1,2,0
2026 Montana's Brier,d4cca6ec,1,-1,-3,-1,0,0,0,1,3,0,1,0,-2,0
2026 Montana's Brier,d4cca6ec,1,1,0,3,0,0,0,2,2,1,1,1,3,0
2026 Montana's Brier,d4cca6ec,2,-1,2,-1,0,0,0,1,1,0,1,0,0,0
2026 Montana's Brier,d4cca6ec,3,0,3,0,-1,-1,0,0,0,0,1,1,-1,0
2026 Montana's Brier,24dcf529,0,3,2,4,0,0,0,1,9,1,1,0,4,1
2026 Montana's Brier,24dcf529,-1,1,-2,-1,0,0,0,0,8,0,1,1,-2,1
2026 Montana's Brier,24dcf529,1,4,2,1,0,0,0,1,7,1,1,0,4,1
2026 Montana's Brier,24dcf529,0,3,4,5,-1,-1,0,0,6,0,1,1,3,1
2026 Montana's Brier,24dcf529,-1,2,4,-3,0,-1,1,-1,5,0,1,0,-2,1
2026 Montana's Brier,24dcf529,3,0,3,3,-1,0,-1,0,4,1,1,1,4,1
2026 Montana's Brier,24dcf529,0,-4,1,-4,0,-1,2,-1,3,0,1,0,-2,1
2026 Montana's Brier,008d8318,0,-1,2,4,-1,0,-1,1,9,1,1,0,0,1
2026 Montana's Brier,008d8318,1,1,0,4,0,0,0,2,8,1,1,1,2,1
2026 Montana's Brier,008d8318,2,4,2,-1,0,-1,0,1,7,0,1,0,1,1
2026 Montana's Brier,008d8318,-1,1,7,6,-2,-2,0,0,6,0,1,1,5,1
2026 Montana's Brier,008d8318,2,-3,2,4,-1,-1,1,-1,5,0,1,0,2,1
2026 Montana's Brier,008d8318,1,0,2,0,0,0,0,-2,4,0,1,1,-1,1
2026 Montana's Brier,008d8318,0,4,3,0,0,0,-1,-1,3,1,1,0,2,1
2026 Montana's Brier,008d8318,2,-2,-1,-2,1,0,1,-2,2,0,1,1,-2,1
2026 Montana's Brier,f56b7e6e,-3,-1,0,0,0,0,0,-1,9,0,0,0,-2,0
2026 Montana's Brier,f56b7e6e,1,-2,-2,-1,0,0,0,0,8,1,0,1,1,0
2026 Montana's Brier,f56b7e6e,-1,1,1,0,0,0,0,-1,7,0,0,0,-2,0
2026 Montana's Brier,f56b7e6e,0,-1,0,1,0,0,-1,0,6,1,0,1,-1,0
2026 Montana's Brier,f56b7e6e,0,-2,0,0,0,0,0,1,5,1,0,0,2,0
2026 Montana's Brier,f56b7e6e,-1,-4,-1,1,-1,-1,1,0,4,0,0,1,-1,0
2026 Montana's Brier,f56b7e6e,-1,-1,-4,1,1,1,0,1,3,1,0,0,1,0
2026 Montana's Brier,f56b7e6e,0,-4,-3,-3,0,0,0,0,2,0,0,1,-4,0
2026 Montana's Brier,a76b63b2,0,0,1,2,0,0,0,-1,9,0,0,0,-1,0
2026 Montana's Brier,a76b63b2,-2,0,-2,-3,1,1,0,0,8,1,0,1,-1,0
2026 Montana's Brier,a76b63b2,1,2,-1,4,0,0,0,1,7,1,0,0,3,0
2026 Montana's Brier,a76b63b2,0,5,0,2,-1,-2,0,0,6,0,0,1,0,0
2026 Montana's Brier,a76b63b2,-2,-3,-3,-1,0,0,0,-1,5,0,0,0,-1,0
2026 Montana's Brier,a76b63b2,-4,2,3,1,-1,0,-1,0,4,1,0,1,3,0
2026 Montana's Brier,a76b63b2,4,3,1,-2,0,0,0,-1,3,0,0,0,-2,0
2026 Montana's Brier,a76b63b2,0,-2,-1,-6,1,1,0,0,2,1,0,1,-3,0
2026 Montana's Brier,a76b63b2,0,-4,0,-3,1,1,0,1,1,1,0,0,1,0
2026 Montana's Brier,9ed3216a,1,-1,-1,-2,1,-1,2,-1,9,0,0,0,-2,0
2026 Montana's Brier,9ed3216a,2,-5,2,-4,1,1,0,0,8,1,0,1,-1,0
2026 Montana's Brier,9ed3216a,0,3,-2,0,0,0,0,1,7,1,0,0,1,0
2026 Montana's Brier,9ed3216a,0,-6,-1,0,0,0,0,0,6,0,0,1,-3,0
2026 Montana's Brier,9ed3216a,1,-1,6,2,-1,0,-1,1,5,1,0,0,1,0
2026 Montana's Brier,9ed3216a,1,-3,2,-2,0,0,0,0,4,0,0,1,0,0
2026 Montana's Brier,9ed3216a,2,2,-3,-1,0,0,0,-1,3,0,0,0,0,0
2026 Montana's Brier,9ed3216a,2,1,1,3,0,0,0,-2,2,0,0,1,1,0
2026 Montana's Brier,9ed3216a,-3,-3,-4,-3,1,0,1,-3,1,0,0,0,-3,0
2026 Montana's Brier,1cbfe82d,-1,-2,0,0,0,0,0,1,9,1,1,0,2,1
2026 Montana's Brier,1cbfe82d,0,1,2,4,-1,-1,0,0,8,0,1,1,-1,1
2026 Montana's Brier,1cbfe82d,0,-4,-2,-4,0,1,0,1,7,1,1,0,-1,1
2026 Montana's Brier,1cbfe82d,2,-2,2,6,-1,0,-1,2,6,1,1,1,3,1
2026 Montana's Brier,1cbfe82d,1,2,2,-3,0,0,0,1,5,0,1,0,-2,1
2026 Montana's Brier,1cbfe82d,0,2,-1,-4,1,1,0,2,4,1,1,1,-2,1
2026 Montana's Brier,1cbfe82d,1,5,2,0,0,0,-1,3,3,1,1,0,2,1
2026 Montana's Brier,1cbfe82d,2,2,1,2,0,0,0,2,2,0,1,1,1,1
2026 Montana's Brier,1cbfe82d,1,2,0,2,0,0,0,1,1,0,1,0,-1,1
2026 Montana's Brier,1cbfe82d,-1,0,-1,0,0,0,0,2,0,1,1,1,2,1
2026 Montana's Brier,b5388a04,-2,1,1,2,-1,-1,0,-1,9,0,0,0,-1,0
2026 Montana's Brier,b5388a04,0,4,-3,2,0,0,0,0,8,1,0,1,2,0
2026 Montana's Brier,b5388a04,-3,4,3,1,-1,-2,0,-1,7,0,0,0,-1,0
2026 Montana's Brier,b5388a04,-2,-1,0,-2,0,0,0,0,6,1,0,1,1,0
2026 Montana's Brier,b5388a04,-2,-1,-4,-2,0,0,1,-1,5,0,0,0,-2,0
2026 Montana's Brier,b5388a04,3,2,-2,0,0,1,-1,0,4,1,0,1,0,0
2026 Montana's Brier,b5388a04,1,0,-2,-1,0,0,0,1,3,1,0,0,1,0
2026 Montana's Brier,b5388a04,0,3,0,0,0,0,0,0,2,0,0,1,-1,0
2026 Montana's Brier,b5388a04,0,5,4,-1,0,0,-1,1,1,1,0,0,1,0
2026 Montana's Brier,b5388a04,0,-3,-3,-1,0,0,0,0,0,0,0,1,-1,0
2026 Montana's Brier,5197de1d,0,1,1,-2,0,0,0,-1,9,0,0,0,-2,1
2026 Montana's Brier,5197de1d,3,2,0,4,0,0,0,0,8,1,0,1,2,1
2026 Montana's Brier,5197de1d,3,1,-1,6,-1,-1,0,-1,7,0,0,0,1,1
2026 Montana's Brier,5197de1d,-1,0,-1,1,0,-1,1,-2,6,0,0,1,-1,1
2026 Montana's Brier,5197de1d,1,-4,0,2,0,0,0,-1,5,1,0,0,1,1
2026 Montana's Brier,5197de1d,0,2,0,-3,-1,-1,0,-2,4,0,0,1,-2,1
2026 Montana's Brier,5197de1d,-2,-1,5,4,-1,0,-1,-1,3,1,0,0,3,1
2026 Montana's Brier,5197de1d,0,3,1,8,-3,-4,0,-2,2,0,0,1,1,1
2026 Montana's Brier,5197de1d,-1,1,-3,1,-1,-1,0,-3,1,0,0,0,-1,1
2026 Montana's Brier,5197de1d,-1,0,1,2,0,0,0,-2,0,1,0,1,-1,1
2026 Montana's Brier,aae516cd,0,1,2,2,0,0,0,1,9,1,1,0,2,0
2026 Montana's Brier,aae516cd,1,-1,-1,-4,2,-1,3,0,8,0,1,1,-2,0
2026 Montana's Brier,aae516cd,0,-1,4,2,0,0,0,1,7,1,1,0,0,0
2026 Montana's Brier,aae516cd,0,0,-3,-4,1,1,0,2,6,1,1,1,-1,0
2026 Montana's Brier,aae516cd,-3,-2,4,-2,0,1,-1,3,5,1,1,0,-1,0
2026 Montana's Brier,aae516cd,-3,0,-4,-3,1,1,0,4,4,1,1,1,-1,0
2026 Montana's Brier,aae516cd,-2,2,-8,-4,2,2,-1,5,3,1,1,0,-3,0
2026 Montana's Brier,aae516cd,0,-2,0,-2,0,0,0,6,2,1,1,1,1,0
2026 Montana's Brier,7d2e8fba,-2,-2,2,4,-1,0,-1,1,9,1,1,0,2,1
2026 Montana's Brier,7d2e8fba,-1,0,0,0,0,0,0,0,8,0,1,1,0,1
2026 Montana's Brier,7d2e8fba,3,0,1,0,0,0,0,-1,7,0,1,0,-1,1
2026 Montana's Brier,7d2e8fba,0,1,-1,0,0,0,0,0,6,1,1,1,0,1
2026 Montana's Brier,7d2e8fba,1,-1,-1,0,1,1,0,1,5,1,1,0,0,1
2026 Montana's Brier,7d2e8fba,-1,1,-3,-4,2,2,0,2,4,1,1,1,-1,1
2026 Montana's Brier,7d2e8fba,0,1,5,6,0,0,0,3,3,1,1,0,4,1
2026 Montana's Brier,7d2e8fba,1,1,2,5,-1,-1,0,2,2,0,1,1,4,1
2026 Montana's Brier,1753cf6f,2,0,2,6,-1,-1,0,-1,9,0,0,0,1,1
2026 Montana's Brier,1753cf6f,3,1,2,1,-2,-3,1,-2,8,0,0,1,1,1
2026 Montana's Brier,1753cf6f,-2,-2,1,0,-1,-1,0,-3,7,0,0,0,-1,1
2026 Montana's Brier,1753cf6f,1,3,0,6,-1,0,-2,-2,6,1,0,1,3,1
2026 Montana's Brier,1753cf6f,-2,0,2,7,-2,-2,0,-3,5,0,0,0,4,1
2026 Montana's Brier,1753cf6f,-1,-1,3,-1,0,0,0,-4,4,0,0,1,-1,1
2026 Montana's Brier,1753cf6f,0,3,3,3,-1,0,-1,-3,3,1,0,0,2,1
2026 Montana's Brier,1753cf6f,3,3,3,0,0,0,0,-4,2,0,0,1,-2,1
2026 Montana's Brier,b7170825,0,5,-1,2,0,-1,0,-1,9,0,0,0,-1,1
2026 Montana's Brier,b7170825,2,2,0,1,1,1,0,0,8,1,0,1,1,1
2026 Montana's Brier,b7170825,-4,3,4,-1,-1,-2,1,-1,7,0,0,0,-1,1
2026 Montana's Brier,b7170825,2,0,4,1,-1,0,-2,0,6,1,0,1,1,1
2026 Montana's Brier,b7170825,1,1,2,-3,0,0,0,-1,5,0,0,0,0,1
2026 Montana's Brier,b7170825,-2,3,2,0,0,-1,1,-2,4,0,0,1,0,1
2026 Montana's Brier,b7170825,3,3,2,2,-1,-1,0,-3,3,0,0,0,2,1
2026 Montana's Brier,b7170825,1,3,-2,-2,2,0,2,-4,2,0,0,1,-2,1
2026 Montana's Brier,b7170825,2,-1,0,8,-2,0,-2,-3,1,1,0,0,4,1
2026 Montana's Brier,36d04693,0,-1,1,2,0,1,0,1,9,1,1,0,2,1
2026 Montana's Brier,36d04693,0,1,-1,3,-1,-2,0,0,8,0,1,1,-1,1
